id_tweet,score_mots_pos_neg,score_emojis_pos_neg,nb_exclamations_intensifieurs,nb_negations,nb_moycaracteres,nb_mots,target
5202,1,0,1,1,3.7037037037037037,28,1
5203,0,0,0,0,5.333333333333333,9,1
5204,0,0,0,0,5.235294117647059,17,1
5205,-1,0,1,0,4.913043478260869,24,0
5206,0,0,0,0,13.875,8,1
5207,0,0,0,0,13.5,8,1
5208,1,0,0,0,4.785714285714286,18,1
5209,-1,0,1,0,3.8333333333333335,6,0
5210,0,0,0,0,6.75,5,1
5211,0,0,0,0,6.666666666666667,3,0
5212,0,0,1,0,5.5,4,1
5213,0,0,0,0,6.75,4,0
5214,0,0,0,0,6.076923076923077,15,1
5215,1,0,0,0,5.166666666666667,6,1
5216,0,0,0,0,4.75,4,1
5217,0,0,0,0,8.25,4,1
5218,0,0,1,0,4.333333333333333,4,1
5219,0,0,0,0,4.166666666666667,6,1
5220,0,0,0,0,4.75,4,1
5221,0,0,0,1,6.5,5,0
5222,0,0,0,0,6.5,4,1
5223,0,0,0,0,8.0,4,1
5224,0,0,0,0,8.0,5,1
5225,0,0,0,0,5.142857142857143,7,1
5226,-1,0,0,0,5.222222222222222,9,1
5227,0,0,0,0,4.25,12,0
5228,1,0,0,0,5.133333333333334,15,1
5229,0,0,1,0,7.25,4,1
5230,0,0,0,2,6.25,4,0
5231,0,0,0,0,7.75,4,0
5232,0,0,0,0,6.75,4,0
5233,2,0,4,0,4.625,9,1
5234,0,0,2,0,7.666666666666667,8,0
5235,0,0,2,0,10.0,3,0
5236,0,0,2,0,6.0,5,1
5237,-1,0,2,0,5.75,4,1
5238,0,0,0,0,5.75,4,0
5239,1,0,1,0,7.2,5,1
5240,0,0,2,0,3.6,20,0
5241,2,0,2,0,3.5555555555555554,18,0
5242,0,0,0,0,6.0,5,1
5243,1,0,0,0,5.6,6,1
5244,-1,0,0,0,5.285714285714286,22,1
5245,-1,0,1,0,3.909090909090909,22,1
5246,-1,0,0,0,5.0,5,0
5247,0,0,0,0,4.333333333333333,9,0
5248,0,0,0,0,6.5,4,0
5249,0,0,0,0,4.0,19,0
5250,-1,0,1,0,3.5,4,0
5251,-2,0,0,0,5.714285714285714,7,0
5252,0,0,0,0,5.916666666666667,13,1
5253,0,0,0,0,5.0,19,0
5254,1,0,1,0,6.153846153846154,14,1
5255,0,0,0,0,8.0,9,1
5256,0,0,0,0,14.0,1,1
5257,-1,0,0,1,4.636363636363637,22,0
5258,1,0,0,1,4.714285714285714,21,1
5259,0,0,0,1,6.444444444444445,18,1
5260,1,0,0,0,6.416666666666667,12,1
5261,1,0,0,0,5.0,17,1
5262,1,0,1,1,4.157894736842105,19,1
5263,1,0,0,0,4.466666666666667,15,1
5264,1,0,1,0,4.8,10,1
5265,2,0,0,0,3.7857142857142856,14,1
5266,2,0,0,0,3.391304347826087,23,0
5267,3,0,0,0,3.8421052631578947,19,1
5268,0,0,0,0,4.2,10,1
5269,0,0,1,0,4.0,4,1
5270,1,0,0,0,3.8,5,1
5271,-1,0,1,0,3.3333333333333335,4,1
5272,0,0,0,0,3.8666666666666667,15,1
5273,1,0,1,1,4.444444444444445,10,1
5274,0,0,0,0,4.0,2,1
5275,0,0,0,0,3.75,24,1
5276,2,0,1,0,4.8125,16,1
5277,-1,0,2,0,4.0,15,0
5278,0,0,0,0,3.25,5,1
5279,3,0,0,0,4.2,10,1
5280,-1,0,0,1,4.214285714285714,14,0
5281,1,0,1,0,3.5,7,1
5282,0,0,0,0,4.125,16,1
5283,0,0,0,1,4.181818181818182,11,0
5284,0,0,0,0,4.0,6,1
5285,-2,0,0,0,3.7916666666666665,25,0
5286,0,0,0,0,5.181818181818182,12,0
5287,0,0,1,0,4.5,14,1
5288,0,0,2,0,4.083333333333333,25,1
5289,1,0,0,0,4.4,10,1
5290,-1,0,1,0,3.4583333333333335,24,0
5291,1,0,0,0,5.466666666666667,15,1
5292,0,0,0,0,4.086956521739131,23,1
5293,1,0,0,0,5.090909090909091,22,1
5294,0,0,1,0,5.238095238095238,21,1
5295,-1,0,0,0,4.777777777777778,19,0
5296,3,0,1,1,4.153846153846154,26,1
5297,1,0,1,0,5.111111111111111,18,1
5298,0,0,1,0,4.761904761904762,21,0
5299,0,0,0,0,5.65,20,0
5300,1,0,0,0,4.8,10,1
5301,1,0,0,0,5.285714285714286,15,1
5302,0,0,2,0,3.888888888888889,18,1
5303,-1,0,0,0,4.294117647058823,17,1
5304,2,0,1,1,3.7857142857142856,28,0
5305,-1,0,0,0,4.782608695652174,23,1
5306,0,0,2,0,3.88,25,0
5307,-1,0,0,1,3.8,25,0
5308,0,0,0,0,4.444444444444445,10,1
5309,0,0,1,1,4.434782608695652,23,0
5310,-1,0,2,0,4.08,25,1
5311,-2,0,2,0,3.793103448275862,29,0
5312,0,0,0,0,3.5,6,1
5313,1,0,0,0,4.166666666666667,12,1
5314,1,0,0,0,6.5,13,1
5315,1,0,0,0,10.333333333333334,5,1
5316,6,0,0,0,5.733333333333333,16,1
5317,1,0,2,0,5.666666666666667,6,1
5318,1,0,1,0,5.25,14,1
5319,0,0,0,0,11.0,3,1
5320,0,0,0,0,4.538461538461538,13,1
5321,0,0,1,0,6.4,6,1
5322,0,0,2,0,6.666666666666667,4,1
5323,1,0,0,0,5.5,6,1
5324,0,0,0,0,12.0,1,1
5325,1,0,0,0,5.666666666666667,7,1
5326,1,0,0,0,5.4,5,1
5327,1,0,0,0,5.0,8,1
5328,1,0,0,0,4.4375,16,1
5329,-2,0,0,0,4.555555555555555,9,0
5330,1,0,1,0,5.285714285714286,7,1
5331,0,0,3,0,5.285714285714286,7,1
5332,0,0,1,0,8.5,2,1
5333,1,0,0,0,5.05,20,1
5334,0,0,0,0,7.2,5,1
5335,0,0,0,0,6.4,5,1
5336,3,0,0,0,4.85,20,1
5337,0,0,0,0,4.8,10,1
5338,1,0,0,0,6.0,10,1
5339,1,0,1,0,6.25,9,1
5340,-1,0,0,0,5.333333333333333,7,0
5341,1,0,1,0,3.8636363636363638,22,1
5342,1,0,0,0,8.333333333333334,3,1
5343,3,0,0,0,4.944444444444445,18,1
5344,2,0,3,0,6.363636363636363,11,1
5345,4,0,0,0,5.0,18,1
5346,2,0,0,0,5.5,8,1
5347,2,0,1,0,5.866666666666666,16,1
5348,-1,0,0,0,4.809523809523809,21,1
5349,2,0,1,0,4.529411764705882,17,1
5350,0,0,0,0,6.0,6,1
5351,1,0,0,0,4.5,12,1
5352,2,0,0,0,4.454545454545454,22,1
5353,0,0,0,1,5.666666666666667,12,1
5354,1,0,0,0,5.6,5,1
5355,-2,0,1,0,4.235294117647059,21,1
5356,0,0,0,0,6.75,9,1
5357,1,0,0,0,5.384615384615385,14,1
5358,3,0,0,0,5.3076923076923075,14,1
5359,2,0,0,0,7.25,4,1
5360,1,0,1,0,5.222222222222222,9,1
5361,0,0,3,0,4.944444444444445,18,1
5362,1,0,0,0,4.818181818181818,11,1
5363,4,0,1,0,4.391304347826087,23,1
5364,-1,0,1,0,7.25,5,1
5365,1,0,0,0,4.214285714285714,14,1
5366,0,0,0,0,6.0,4,1
5367,2,0,1,0,5.666666666666667,9,1
5368,4,0,1,2,4.041666666666667,24,1
5369,0,0,0,1,5.0,6,1
5370,4,0,1,0,5.176470588235294,17,1
5371,0,0,0,0,6.75,5,1
5372,0,0,0,1,6.333333333333333,9,1
5373,4,0,0,0,4.833333333333333,18,1
5374,0,0,0,0,7.666666666666667,6,1
5375,0,0,0,0,5.0,6,1
5376,1,0,0,0,4.294117647058823,17,1
5377,0,0,0,0,4.6,14,1
5378,1,0,1,0,5.625,8,1
5379,0,0,0,0,7.666666666666667,3,1
5380,1,0,0,0,7.333333333333333,4,1
5381,-1,0,0,0,4.217391304347826,23,0
5382,1,0,0,0,5.857142857142857,7,1
5383,0,0,2,0,4.8,5,1
5384,-1,0,1,0,5.315789473684211,19,1
5385,1,0,0,0,5.25,16,1
5386,0,0,0,0,5.0,11,1
5387,2,0,0,0,5.333333333333333,18,1
5388,0,0,0,0,12.0,1,1
5389,0,0,2,0,4.2727272727272725,11,1
5390,1,0,0,0,5.9375,16,1
5391,1,0,0,0,3.8260869565217392,24,1
5392,2,0,1,0,5.777777777777778,9,1
5393,0,0,3,0,5.181818181818182,11,1
5394,1,0,0,0,5.777777777777778,9,0
5395,-1,0,0,0,6.0,5,1
5396,2,0,2,0,5.333333333333333,14,1
5397,1,0,1,0,6.0,5,1
5398,0,0,0,0,4.714285714285714,7,1
5399,-1,0,0,0,5.142857142857143,7,1
5400,4,0,1,0,5.190476190476191,21,1
5401,0,0,0,0,7.5,7,1
5402,0,0,0,0,5.666666666666667,12,1
5403,1,0,1,0,5.454545454545454,11,1
5404,1,0,2,0,5.75,5,1
5405,4,0,2,0,5.333333333333333,6,1
5406,0,0,0,0,7.166666666666667,7,1
5407,-1,0,1,0,5.0,6,0
5408,-2,0,0,0,5.0,6,0
5409,-1,0,5,0,5.0,17,1
5410,1,0,0,0,6.75,5,1
5411,1,0,1,0,7.333333333333333,3,1
5412,0,0,0,0,6.6,5,1
5413,1,0,0,0,7.222222222222222,12,1
5414,1,0,2,0,6.75,4,1
5415,2,0,0,0,5.0,12,1
5416,1,0,2,0,4.111111111111111,18,1
5417,-1,0,1,1,5.875,16,1
5418,0,0,0,0,5.75,4,1
5419,3,0,0,0,4.777777777777778,9,1
5420,2,0,0,0,5.0,10,1
5421,1,0,0,0,6.714285714285714,7,1
5422,0,0,2,0,7.0,3,1
5423,1,0,0,0,4.7,10,1
5424,0,0,0,0,4.85,21,1
5425,1,0,0,0,5.125,17,1
5426,-1,0,0,0,5.166666666666667,6,0
5427,1,0,1,0,5.625,17,1
5428,2,0,1,0,5.0,16,1
5429,1,0,0,0,4.555555555555555,9,0
5430,1,0,2,0,4.866666666666666,16,1
5431,1,0,1,1,4.0,25,0
5432,1,0,2,0,4.777777777777778,18,0
5433,1,0,1,0,5.555555555555555,19,1
5434,1,0,1,0,4.4375,16,0
5435,0,0,0,0,5.0,13,1
5436,0,0,0,0,5.333333333333333,9,1
5437,1,0,0,0,3.9375,16,1
5438,0,0,0,0,6.0,7,1
5439,1,0,1,0,4.4375,16,1
5440,1,0,0,0,5.4,16,1
5441,3,0,2,0,5.5,14,1
5442,-1,0,0,1,3.727272727272727,11,1
5443,-2,0,0,1,4.6,11,0
5444,2,0,0,0,3.6,15,0
5445,-2,0,0,0,4.35,21,0
5446,-1,0,0,0,3.5,10,0
5447,1,0,3,0,2.888888888888889,9,0
5448,-1,0,0,0,3.7777777777777777,9,1
5449,0,0,1,0,4.32,25,0
5450,-3,0,3,0,3.8846153846153846,26,0
5451,1,0,0,0,4.4,6,1
5452,0,0,1,0,3.4615384615384617,15,0
5453,0,0,0,0,5.5,12,0
5454,0,0,1,0,4.705882352941177,20,0
5455,1,0,0,0,4.266666666666667,15,1
5456,0,0,0,0,4.166666666666667,18,0
5457,0,0,1,0,4.5,6,0
5458,1,0,0,0,4.0,11,0
5459,0,0,2,0,5.0,9,1
5460,0,0,0,0,3.6,5,1
5461,1,0,0,0,3.8181818181818183,11,0
5462,-2,0,0,0,5.0,4,1
5463,-3,0,1,0,5.0,11,0
5464,0,0,0,0,4.714285714285714,7,0
5465,0,0,0,0,4.0,17,0
5466,0,0,0,0,6.235294117647059,18,0
5467,1,0,0,0,4.0,10,1
5468,-1,0,0,0,4.75,4,0
5469,0,0,4,0,3.6666666666666665,27,0
5470,0,0,0,0,3.3333333333333335,3,0
5471,-3,0,0,0,4.384615384615385,13,0
5472,1,0,0,0,6.8,5,0
5473,0,0,0,0,4.444444444444445,9,0
5474,4,0,0,0,4.625,8,0
5475,0,0,0,0,5.2,10,0
5476,-1,0,0,0,5.75,4,0
5477,0,0,0,0,5.0,4,1
5478,1,0,4,0,4.333333333333333,18,0
5479,-4,0,2,0,4.636363636363637,22,0
5480,0,0,0,0,4.2,15,0
5481,-1,0,0,0,3.8,5,0
5482,0,0,2,0,3.727272727272727,11,0
5483,0,0,0,0,3.8181818181818183,11,0
5484,2,0,0,0,5.666666666666667,15,1
5485,3,0,3,0,3.380952380952381,21,1
5486,1,0,0,0,4.5,2,1
5487,2,0,0,0,4.375,16,1
5488,1,0,2,1,3.9411764705882355,17,0
5489,-1,0,2,0,4.5,14,1
5490,0,0,0,0,3.6666666666666665,3,1
5491,2,0,3,0,5.363636363636363,11,1
5492,-1,0,0,0,3.4615384615384617,13,0
5493,1,0,2,0,4.461538461538462,13,0
5494,0,0,0,0,11.0,1,0
5495,0,0,0,0,5.454545454545454,11,0
5496,1,0,0,0,3.0833333333333335,12,0
5497,0,0,0,0,5.5,4,0
5498,0,0,1,0,6.0,2,1
5499,0,0,0,0,5.0,10,1
5500,-3,0,1,0,3.25,20,0
5501,1,0,2,0,3.8421052631578947,19,0
5502,0,0,0,0,4.625,8,1
5503,0,0,2,0,4.625,9,1
5504,-1,0,0,0,5.0,7,0
5505,0,0,0,0,4.076923076923077,13,0
5506,0,0,0,0,4.363636363636363,11,0
5507,0,0,0,0,4.761904761904762,21,0
5508,0,0,1,1,3.9,10,0
5509,2,0,2,0,4.818181818181818,24,1
5510,-2,0,0,0,4.631578947368421,21,0
5511,0,0,0,1,4.5625,16,0
5512,0,0,0,0,4.133333333333334,15,0
5513,-1,0,0,0,5.0,8,0
5514,0,0,0,0,7.0,6,1
5515,0,0,0,0,4.333333333333333,6,0
5516,1,0,0,0,3.925925925925926,27,0
5517,-2,0,2,0,4.454545454545454,11,0
5518,-1,0,0,0,4.0,4,0
5519,-1,0,0,0,5.5,2,0
5520,-1,0,0,0,4.636363636363637,11,0
5521,-1,0,0,0,5.0,20,0
5522,-1,0,0,0,5.0,7,0
5523,2,0,2,1,4.45,21,1
5524,0,0,0,1,5.333333333333333,3,0
5525,0,0,0,1,6.333333333333333,3,0
5526,0,0,0,0,3.769230769230769,13,0
5527,0,0,2,0,4.384615384615385,13,1
5528,1,0,1,0,3.526315789473684,19,0
5529,0,0,0,1,4.125,8,0
5530,0,0,2,0,4.6,5,0
5531,-1,0,0,0,3.5,4,0
5532,-1,0,2,0,3.642857142857143,29,0
5533,1,0,1,0,5.076923076923077,13,1
5534,0,0,0,0,3.875,8,0
5535,-1,0,0,0,6.0,5,1
5536,0,0,0,0,5.666666666666667,3,0
5537,1,0,0,0,5.846153846153846,13,0
5538,0,0,0,0,4.0,11,1
5539,0,0,1,1,4.071428571428571,15,0
5540,0,0,0,0,3.6666666666666665,4,1
5541,-1,0,1,0,4.045454545454546,22,0
5542,-1,0,0,0,3.0,4,0
5543,1,0,0,1,3.4,10,0
5544,1,0,0,1,3.4,10,0
5545,0,0,0,0,5.0,5,0
5546,-1,0,0,0,3.642857142857143,14,0
5547,-1,0,1,0,3.6956521739130435,23,1
5548,-2,0,6,0,3.2962962962962963,27,0
5549,0,0,0,0,4.833333333333333,6,0
5550,0,0,0,0,4.857142857142857,7,0
5551,0,0,0,0,3.4,5,0
5552,-1,0,0,0,3.5,12,0
5553,0,0,1,0,3.066666666666667,15,0
5554,3,0,0,0,3.962962962962963,29,1
5555,1,0,0,0,4.0,10,0
5556,0,0,0,0,3.7,10,0
5557,0,0,0,2,4.038461538461538,26,0
5558,-1,0,0,0,4.416666666666667,12,0
5559,0,0,0,0,3.6666666666666665,3,1
5560,2,0,2,0,4.0,17,1
5561,-2,0,2,0,3.2916666666666665,25,0
5562,1,0,0,0,4.0,12,0
5563,-1,0,0,0,4.363636363636363,22,0
5564,2,0,0,0,3.380952380952381,21,0
5565,-2,0,0,0,3.25,4,0
5566,0,0,0,0,5.5,20,0
5567,1,0,0,0,16.0,4,1
5568,1,0,0,0,4.444444444444445,9,1
5569,-1,0,0,0,4.6,10,0
5570,2,0,2,0,5.416666666666667,12,1
5571,1,0,0,0,3.4444444444444446,9,1
5572,0,0,0,0,3.3333333333333335,15,0
5573,0,0,1,1,6.357142857142857,14,0
5574,0,0,0,2,4.846153846153846,15,1
5575,0,0,0,0,6.142857142857143,7,1
5576,0,0,0,0,3.909090909090909,12,1
5577,0,0,0,0,7.5,3,1
5578,0,0,0,0,4.333333333333333,12,1
5579,1,0,0,0,5.181818181818182,22,0
5580,1,0,0,0,5.333333333333333,21,0
5581,2,0,2,0,4.6,16,1
5582,1,0,3,0,4.384615384615385,26,0
5583,-1,0,0,0,5.0,7,1
5584,0,0,1,0,4.125,16,1
5585,1,0,1,0,5.3,12,1
5586,0,0,0,1,5.25,4,0
5587,0,0,0,0,4.4375,16,1
5588,0,0,0,0,5.6,5,0
5589,-1,0,1,0,4.166666666666667,12,0
5590,0,0,0,1,5.0,6,0
5591,0,0,0,0,5.5,4,1
5592,0,0,0,0,4.285714285714286,7,1
5593,-2,0,0,0,6.3,10,1
5594,0,0,2,1,4.214285714285714,14,0
5595,0,0,0,0,3.8076923076923075,26,0
5596,0,0,2,0,4.0,10,1
5597,2,0,2,0,3.6666666666666665,9,1
5598,0,0,1,1,5.0,11,0
5599,1,0,2,0,4.083333333333333,12,1
5600,0,0,1,0,4.111111111111111,9,1
5601,0,0,0,0,5.0,15,0
5602,0,0,0,1,4.466666666666667,15,0
5603,0,0,0,0,3.3333333333333335,3,0
5604,1,0,0,1,5.0,8,0
5605,2,0,0,0,5.6,20,1
5606,0,0,0,0,6.214285714285714,14,1
5607,0,0,0,0,4.833333333333333,6,0
5608,-1,0,1,0,4.166666666666667,13,0
5609,-1,0,0,0,3.6666666666666665,3,0
5610,-1,0,0,0,4.0,13,0
5611,1,0,0,0,3.7857142857142856,28,1
5612,0,0,0,0,3.5714285714285716,7,0
5613,-1,0,0,0,3.4,5,0
5614,-1,0,0,0,3.1,10,1
5615,1,0,0,1,4.666666666666667,18,0
5616,-2,0,1,0,5.5,6,0
5617,-2,0,0,0,3.9444444444444446,19,0
5618,0,0,0,0,4.333333333333333,12,0
5619,1,0,0,0,4.142857142857143,21,0
5620,-1,0,2,0,3.6,5,0
5621,-1,0,2,0,5.0,6,0
5622,0,0,0,0,3.7142857142857144,7,0
5623,-1,0,0,0,3.3846153846153846,13,0
5624,1,0,0,0,4.090909090909091,11,0
5625,-1,0,1,0,3.739130434782609,24,0
5626,-1,0,1,0,4.0,10,0
5627,-1,0,2,0,5.266666666666667,15,0
5628,1,0,0,1,3.3333333333333335,12,0
5629,0,0,1,1,4.45,21,0
5630,-1,0,0,0,3.8947368421052633,19,0
5631,-1,0,0,1,3.25,8,0
5632,0,0,0,0,4.636363636363637,13,1
5633,0,0,0,0,4.2,5,0
5634,-1,0,0,0,5.6,5,0
5635,-1,0,1,0,4.0,3,0
5636,0,0,0,0,4.909090909090909,11,0
5637,-2,0,0,0,4.428571428571429,14,0
5638,-1,0,1,0,4.571428571428571,9,0
5639,-1,0,0,0,4.142857142857143,14,0
5640,-1,0,2,0,3.4,15,0
5641,-1,0,0,0,6.0,3,0
5642,2,0,0,0,3.5517241379310347,30,0
5643,0,0,0,0,5.25,4,0
5644,0,0,0,0,5.5,6,1
5645,0,0,0,1,4.090909090909091,22,0
5646,1,0,0,0,3.6666666666666665,13,1
5647,1,0,0,0,4.4,5,0
5648,2,0,3,0,3.7142857142857144,21,0
5649,0,0,1,0,6.8,5,1
5650,0,0,0,0,9.0,2,1
5651,0,0,0,0,9.0,2,1
5652,1,0,1,0,5.857142857142857,7,1
5653,-1,0,0,0,4.6875,17,1
5654,0,0,0,0,9.0,2,1
5655,0,0,1,1,6.0,11,1
5656,0,0,1,0,6.571428571428571,7,1
5657,1,0,1,0,5.0,6,1
5658,0,0,2,0,5.0,8,1
5659,2,0,0,0,5.4375,17,0
5660,0,0,0,0,12.0,5,1
5661,1,0,0,0,6.666666666666667,12,1
5662,0,0,0,0,16.0,1,1
5663,0,0,0,0,8.333333333333334,4,1
5664,3,0,0,0,5.333333333333333,12,1
5665,1,0,3,0,4.545454545454546,22,1
5666,-1,0,0,0,5.333333333333333,15,0
5667,2,0,0,0,5.0,5,1
5668,2,0,0,0,9.0,13,1
5669,0,0,0,0,13.0,9,1
5670,0,0,1,0,7.1,10,1
5671,3,0,0,0,4.8,20,1
5672,-4,0,0,0,4.357142857142857,14,0
5673,0,0,0,0,5.583333333333333,12,0
5674,0,0,1,0,4.928571428571429,14,0
5675,-2,0,0,0,4.533333333333333,16,1
5676,-2,0,0,0,4.7,20,1
5677,0,0,0,0,4.555555555555555,9,0
5678,0,0,0,0,4.166666666666667,6,0
5679,-1,0,1,0,5.444444444444445,18,1
5680,0,0,1,0,5.285714285714286,7,1
5681,1,0,0,0,5.25,4,1
5682,1,0,0,0,5.363636363636363,11,1
5683,1,0,0,0,4.619047619047619,21,1
5684,0,0,0,0,8.0,5,1
5685,0,0,0,0,5.0,2,0
5686,1,0,0,0,4.409090909090909,22,0
5687,1,0,0,0,4.583333333333333,12,0
5688,2,0,4,0,3.7142857142857144,14,1
5689,0,0,0,0,8.363636363636363,12,0
5690,-1,0,0,0,7.666666666666667,3,0
5691,1,0,0,0,5.444444444444445,9,1
5692,-1,0,2,0,5.142857142857143,15,1
5693,0,0,2,0,3.95,21,1
5694,1,0,0,0,5.666666666666667,6,1
5695,0,0,0,0,3.375,8,1
5696,1,0,1,0,3.625,8,0
5697,-2,0,0,0,3.923076923076923,13,0
5698,0,0,0,0,3.7777777777777777,10,0
5699,0,0,0,0,5.0,6,1
5700,0,0,0,0,5.333333333333333,6,1
5701,0,0,0,0,7.3076923076923075,13,1
5702,0,0,0,0,3.5454545454545454,11,0
5703,0,0,0,0,3.5,4,1
5704,0,0,0,0,8.0,3,1
5705,1,0,2,0,3.5833333333333335,13,1
5706,1,0,0,0,4.0,9,1
5707,-2,0,2,1,3.3333333333333335,21,1
5708,1,0,0,0,3.8333333333333335,12,1
5709,0,0,2,0,4.631578947368421,19,1
5710,0,0,1,0,4.6,20,1
5711,0,0,0,0,4.111111111111111,9,1
5712,0,0,0,0,3.909090909090909,11,1
5713,2,0,0,0,3.736842105263158,19,1
5714,0,0,1,0,4.4,16,1
5715,0,0,0,0,4.333333333333333,3,1
5716,1,0,1,0,3.5,12,0
5717,-1,0,1,1,4.923076923076923,13,1
5718,-1,0,3,0,4.5,10,1
5719,0,0,0,0,5.0,4,1
5720,-3,0,0,0,4.64,25,1
5721,1,0,1,0,4.235294117647059,18,0
5722,0,0,0,0,4.5,12,1
5723,1,0,0,0,5.454545454545454,11,1
5724,-1,0,0,0,5.142857142857143,7,0
5725,0,0,0,0,4.181818181818182,11,0
5726,1,0,0,0,8.11111111111111,10,1
5727,0,0,2,0,5.333333333333333,16,0
5728,0,0,0,1,4.588235294117647,19,0
5729,0,0,1,0,10.0,3,1
5730,0,0,0,0,5.785714285714286,15,1
5731,1,0,0,0,6.125,8,1
5732,0,0,0,0,4.7368421052631575,20,1
5733,0,0,0,0,15.0,1,1
5734,1,0,1,1,5.071428571428571,14,0
5735,1,0,0,0,4.625,8,0
5736,0,0,0,0,12.0,1,1
5737,-1,0,0,0,6.416666666666667,12,0
5738,2,0,0,0,4.875,8,0
5739,-1,0,2,0,5.142857142857143,14,0
5740,0,0,1,0,4.0,17,1
5741,0,0,0,0,3.7777777777777777,18,0
5742,0,0,0,0,4.066666666666666,15,0
5743,0,0,0,0,6.0,7,0
5744,0,0,0,0,4.454545454545454,11,0
5745,-1,0,0,0,4.714285714285714,14,0
5746,0,0,0,0,4.333333333333333,10,1
5747,-1,0,0,0,5.0,10,0
5748,0,0,0,0,5.0,5,0
5749,1,0,0,0,4.541666666666667,25,0
5750,1,0,1,0,4.117647058823529,17,1
5751,0,0,0,0,4.5625,16,0
5752,1,0,0,0,5.2727272727272725,11,0
5753,0,0,0,0,5.153846153846154,13,1
5754,-2,0,0,0,6.285714285714286,7,0
5755,0,0,0,0,3.9473684210526314,19,1
5756,1,0,0,0,6.375,8,1
5757,-1,0,0,0,6.2,5,0
5758,-2,0,1,0,4.666666666666667,9,0
5759,0,0,0,0,5.375,8,0
5760,0,0,0,0,4.066666666666666,15,0
5761,0,0,0,0,6.75,4,0
5762,2,0,0,0,3.8,5,1
5763,1,0,0,0,5.166666666666667,6,1
5764,1,0,0,0,4.833333333333333,12,1
5765,-1,0,0,0,3.75,8,0
5766,2,0,0,0,4.176470588235294,18,1
5767,-1,0,0,0,4.076923076923077,13,0
5768,0,0,0,0,6.0,1,1
5769,1,0,0,1,3.272727272727273,11,0
5770,-1,0,0,1,4.571428571428571,7,0
5771,-1,0,1,1,4.571428571428571,22,0
5772,-1,0,0,2,4.384615384615385,13,0
5773,0,0,0,1,5.285714285714286,7,1
5774,1,0,2,1,3.1818181818181817,12,0
5775,0,0,0,2,3.1666666666666665,12,1
5776,0,0,0,1,6.2,5,1
5777,0,0,3,1,6.588235294117647,17,0
5778,0,0,0,1,3.75,8,0
5779,0,0,0,1,4.117647058823529,17,0
5780,-1,0,0,1,4.0,8,0
5781,1,0,0,1,4.2,10,0
5782,4,0,7,1,3.75,28,0
5783,0,0,1,1,3.76,25,0
5784,0,0,1,1,3.8,25,0
5785,0,0,4,1,3.8461538461538463,13,0
5786,0,0,0,1,4.285714285714286,8,0
5787,1,0,0,1,3.888888888888889,11,0
5788,0,0,0,1,4.666666666666667,3,0
5789,1,0,0,1,5.6,5,0
5790,-1,0,1,1,3.0,7,0
5791,1,0,1,1,4.1,10,0
5792,0,0,0,1,4.3076923076923075,13,0
5793,0,0,0,1,3.5384615384615383,14,0
5794,0,0,0,1,5.142857142857143,7,0
5795,-2,0,1,1,3.5714285714285716,7,0
5796,-1,0,0,1,4.157894736842105,19,0
5797,0,0,1,1,5.4,6,1
5798,0,0,1,1,3.0,4,1
5799,0,0,0,1,3.3333333333333335,3,1
5800,0,0,0,0,2.7777777777777777,10,0
5801,2,0,4,2,4.1875,16,1
5802,0,0,0,0,4.428571428571429,14,1
5803,0,0,1,0,4.0,6,1
5804,1,0,0,1,3.3846153846153846,26,0
5805,0,0,0,0,4.615384615384615,13,0
5806,0,0,1,0,3.1666666666666665,12,0
5807,-1,0,0,0,3.375,9,0
5808,0,0,2,0,5.0,3,1
5809,-1,0,0,0,4.045454545454546,22,0
5810,0,0,1,0,3.9411764705882355,17,0
5811,0,0,0,0,3.8,10,0
5812,-1,0,4,1,4.173913043478261,24,0
5813,2,0,2,0,4.0,23,1
5814,0,0,1,0,4.166666666666667,18,1
5815,0,0,0,0,4.2727272727272725,23,1
5816,2,0,0,0,4.5,18,1
5817,2,0,0,0,4.5,18,1
5818,1,0,2,0,4.111111111111111,19,1
5819,0,0,0,0,5.7272727272727275,12,0
5820,3,0,1,0,3.3076923076923075,15,1
5821,-1,0,1,0,3.1666666666666665,6,0
5822,0,0,0,0,3.75,8,0
5823,0,0,0,0,5.375,8,1
5824,2,0,0,0,5.083333333333333,13,1
5825,2,0,0,1,4.28,25,0
5826,3,0,0,0,3.925925925925926,27,0
5827,0,0,0,0,5.0,4,0
5828,3,0,0,0,3.235294117647059,18,0
5829,1,0,0,0,5.153846153846154,14,1
5830,3,0,4,0,3.111111111111111,18,0
5831,4,0,1,0,4.631578947368421,19,1
5832,2,0,0,0,4.2105263157894735,19,1
5833,0,0,0,0,3.75,4,1
5834,0,0,0,0,2.8333333333333335,6,1
5835,1,0,0,0,3.8333333333333335,6,1
5836,-1,0,0,0,3.5,24,0
5837,0,0,1,0,5.285714285714286,21,0
5838,0,0,1,1,3.75,8,0
5839,1,0,1,0,4.416666666666667,12,0
5840,2,0,0,0,4.416666666666667,12,1
5841,1,0,2,0,3.782608695652174,23,0
5842,-1,0,0,1,4.0,16,0
5843,2,0,0,1,3.8181818181818183,11,0
5844,1,0,1,1,3.75,4,0
5845,0,0,3,1,5.3076923076923075,13,0
5846,1,0,0,1,4.666666666666667,3,0
5847,1,0,0,1,4.25,9,0
5848,1,0,0,1,3.1666666666666665,6,0
